Abk;Name;Kurzname;Typ;BetrZust;PrimaryLocationCode;UIC;RB;gültigVon;gültigBis;NetzKey;FplRel;FplGr;
XVHH;Hässleholm;Hässleholm;Bf;; ;0074;;19990105;;;;;
XVHI;Hindas;Hindas;Bf;; ;0074;;20080312;;;;;
XVHJ;Hjaltevad;Hjaltevad;Bf;; ;0074;;20090317;;;;;
XVHK;Hällekis;Hällekis;Bf;; ;0074;;20071101;;;;;
XVHL;Halmstads Central;Halmstads C;Bf;; ;0074;;19990101;;;;;
XVHO;Horred;Horred;Bf;; ;0074;;20080312;;;;;
XVHOE;Hörle;Hörle;Bf;; ;0074;;20090317;;;;;
XVHOK;Hok;Hok;Bf;; ;0074;;20090317;;;;;
XVHR;Hargshamn;Hargshamn;Bf;; ;0074;;19990101;;;;;
XVHT;Hult;Hult;Bf;; ;0074;;20090317;;;;;
XVHU;Huskvarna;Huskvarna;Bf;; ;0074;;20080312;;;;;
XVHV;Hällevadsholm;Hällevadsholm;Bf;; ;0074;;20080312;;;;;
XVHVT;Hovslätt;Hovslätt;Hp;; ;0074;;20091213;;;J;N;
XVHY;Högsby;Högsby;Hp;; ;0074;;20091213;;;J;N;
XVIT;Ingatorp;Ingatorp;Bf;; ;0074;;20090317;;;;;
XVJ;Jönköpings Central;Jönköping C;Bf;; ;0074;;20080312;;;;;
XVJG;Jonkopings Godsbangard;Jonkoping Gb;Bf;; ;0074;;20060905;;;;;
XVJK;Jonkoping Kombi;Jonkoping Kombi;Bf;; ;0074;;20060905;;;;;
XVJO;Jonsered;Jonsered;Hp;; ;0074;;20090130;;;J;N;
XVK;Katrineholm;Katrineholm;Bf;; ;0074;;19990101;;;;;
XVKA;Kungsbacka;Kungsbacka;Bf;; ;0074;;19990101;;;;;
XVKB;Källby;Källby;Bf;; ;0074;;20071101;;;;;
XVKD;Knalleland;Knalleland;Hp;; ;0074;;20091213;;;J;N;
XVKH;Kungsbacka Hede;Kungsbacka Hede;Bf;; ;0074;;20080312;;;;;
XVKL;Kallered;Kallered;Hp;; ;0074;;20090130;;;J;N;
XVKM;Kalmar Central;Kalmar C;Bf;; ;0074;;20090317;;;;;
XVKN;Kinna;Kinna;Bf;; ;0074;;20080312;;;;;
XVKO;Kode;Kode;Hp;; ;0074;;20090130;;;J;N;
XVKR;Kinnared;Kinnared;Bf;; ;0074;;20090317;;;;;
XVKS;Kisa;Kisa;Bf;; ;0074;;20090317;;;;;
XVKV;Klevshult;Klevshult;Bf;; ;0074;;20090317;;;;;
XVL;Linköpings Central;Linköping;Bf;; ;0074;;19990101;;;;;
XVLA;Landeryd;Landeryd;Bf;; ;0074;;20090317;;;;;
XVLB;Liseberg;Liseberg;Bf;; ;0074;;20080312;;;;;
XVLD;Lund;Lund;Bf;; ;0074;;19991207;;;;;
XVLE;Lerum;Lerum;Hp;; ;0074;;20090130;;;J;N;
XVLH;Laholm;Laholm;Bf;; ;0074;;19991207;;;;;
XVLI;Linghem;Linghem;Hp;; ;0074;;20091213;;;J;N;
XVLJ;Ljung;Ljung;Bf;; ;0074;;20080312;;;;;
XVLK;Lidköping;Lidköping;Bf;; ;0074;;20071101;;;;;
XVLM;Lindome;Lindome;Hp;; ;0074;;20090130;;;J;N;
XVLO;Lönneberga;Lönneberga;Bf;; ;0074;;20090317;;;;;
XVLU;Ljungskile;Ljungskile;Bf;; ;0074;;20080312;;;;;
XVLX;Laxa;Laxa;Bf;; ;0074;;20080312;;;;;
XVM;Malmö Central;Malmö;Bf;; ;0074;;19990101;;;;;
XVMA;Mariestad;Mariestad;Bf;; ;0074;;20071101;;;;;
XVMB;Malmbäck;Malmbäck;Bf;; ;0074;;20090317;;;;;
XVMD;Mölndals Övre;Mölndal;Bf;; ;0074;;20080312;;;;;
XVME;Mellerud;Mellerud;Bf;; ;0074;;20080815;;;;;
XVMG;Malmö Godsbangard;Malmö Godsban;Bf;; ;0074;;20081214;;;J;N;
XVMJ;Mjölby;Mjölby;Bf;; ;0074;;19990101;;;;;
XVMK;Munkedal;Munkedal;Bf;; ;0074;;20080312;;;;;
XVML;Mollaryd;Mollaryd;Bf;; ;0074;;20080312;;;;;
XVMN;Mansarp;Mansarp;Hp;; ;0074;;20091213;;;J;N;
XVMO;Morrum;Morrum;Bf;; ;0074;;19990101;;;;;
XVMR;Mariannelund;Mariannelund;Bf;; ;0074;;20090317;;;;;
XVMS;Monsteras;Monsteras;Bf;; ;0074;;19990101;;;;;
XVMT;Mantrop;Mantrop;Hp;; ;0074;;20091213;;;J;N;
XVMTA;Motala Central;Motala C;Bf;; ;0074;;20090619;;;;;
XVMU;Mullsjö;Mullsjö;Bf;; ;0074;;20080312;;;;;
XVMY;Mölnlycke;Mölnlycke;Bf;; ;0074;;20080312;;;;;
XVN;Nässjö;Nässjö;Bf;; ;0074;;19990101;;;;;
XVNC;Norrköpings Central;Norrköping;Bf;; ;0074;;19990101;;;;;
XVNH;Norrahammar;Norrahammar;Bf;; ;0074;;20090317;;;;;
XVNK;Nyköpings Central;Nyköpings C;Bf;; ;0074;;19990316;;;;;
XVNS;Norsesund;Norsesund;Hp;; ;0074;;20090130;;;J;N;
XVO;Örebro Central;Örebro C;Bf;; ;0074;;19990101;;;;;
XVOB;Överumsbruk;Överumsbruk;Hp;; ;0074;;20091213;;;J;N;
XVOH;Oskarshamn;Oskarshamn;Bf;; ;0074;;20010120;;;;;
XVOL;Olofstrom;Olofstrom;Bf;; ;0074;;19990101;;;;;
XVOS;Oskarström;Oskarström;Bf;; ;0074;;20090317;;;;;
XVOSV;Östersunds Västra;Östersunds Västr;Hp;; ;0074;;20090614;;;J;N;
XVOV;Överby;Överby;Bf;; ;0074;;20080312;;;;;
XVOX;Öxnered;Öxnered;Bf;; ;0074;;20080312;;;;;
XVOY;Ormaryd;Ormaryd;Bf;; ;0074;;20090317;;;;;
XVPT;Partille;Partille;Hp;; ;0074;;20090130;;;J;N;
XVRF;Rimforsa;Rimforsa;Bf;; ;0074;;20090317;;;;;
XVRH;Rabbalshede;Rabbalshede;Bf;; ;0074;;20080312;;;;;
XVRJ;Rocksjön;Rocksjön;Hp;; ;0074;;20091213;;;J;N;
XVRL;Rävlanda;Rävlanda;Bf;; ;0074;;20080312;;;;;
XVRP;Rörstorp;Rörstorp;Hp;; ;0074;;20091213;;;J;N;
XVRT;Reftele;Reftele;Bf;; ;0074;;20090317;;;;;
XVRY;Rydaholm;Rydaholm;Bf;; ;0074;;20090317;;;;;
XVS;Stockholm;Stockholm;Bf;; ;0074;;19990101;;;;;
XVSA;Stockholm-Arsta;Stockholm-Arsta;Bf;; ;0074;;19990101;;;;;
XVSAE;Sävenas Industriomrade;Sävenas Iomr;Bf;; ;0074;;20010610;;;;;
XVSAV;Sävenäs;Sävenäs;Bf;; ;0074;;20080312;;;;;
XVSC;Stockholms Central;Stockholms C;Bf;; ;0074;;19990101;;;;;
XVSD;Södertälje Södra;Södertälje Södra;Bf;; ;0074;;19990101;;;;;
XVSDA;Svedala;Svedala;Bf;; ;0074;;20081201;;;;;
XVSE;Skee;Skee;Bf;; ;0074;;20080312;;;;;
XVSF;Säffle;Säffle;Bf;; ;0074;;20081201;;;;;
XVSG;Stenungsund;Stenungsund;Bf;; ;0074;;20080312;;;;;
XVSGD;Skillingaryd;Skillingaryd;Bf;; ;0074;;20090317;;;;;
XVSH;Stora Höga;Stora Höga;Hp;; ;0074;;20090130;;;J;N;
XVSI;Silverdalen;Silverdalen;Bf;; ;0074;;20090317;;;;;
XVSJ;Stensjön;Stensjön;Hp;; ;0074;;20091213;;;J;N;
XVSK;Stenkullen;Stenkullen;Hp;; ;0074;;20090130;;;J;N;
XVSL;Smalandsstenar;Smalandsstenar;Bf;; ;0074;;20090317;;;;;
XVSM;Sandhem;Sandhem;Hp;; ;0074;;20090130;;;J;N;
XVSMS;Strömstad;Strömstad;Bf;; ;0074;;20080312;;;;;
XVSN;Skene;Skene;Bf;; ;0074;;20080312;;;;;
XVSNN;Sannarp;Sannarp;Hp;; ;0074;;20091213;;;J;N;
XVSO;Stockholm Ö;Stockholm Ö;Bf;; ;0074;;20081214;;;J;N;
XVSP;Skurup;Skurup;Bf;; ;0074;;20081201;;;;;
XVSR;Sandared;Sandared;Bf;; ;0074;;20080312;;;;;
XVSS;Stockholm Skeppsbron;Stockholm Skepps;Bf;; ;0074;;20081214;;;J;N;
XVST;Stenstorp;Stenstorp;Hp;; ;0074;;20090130;;;J;N;
XVSU;Sundsvalls Central;Sundsvall;Bf;; ;0074;;19990101;;;;;
XVSV;Vartan;Vartan;Bf;; ;0074;;20050401;;;;;
XVSVD;Skövde Central;Skövde;Bf;; ;0074;;20080312;;;;;
XVSVH;Svenshögen;Svenshögen;Bf;; ;0074;;20080312;;;;;
XVSVJ;Sävsjö;Sävsjö;Bf;; ;0074;;20090317;;;;;
XVSY;Stockholm Södra;Stockholms S;Bf;; ;0074;;19990101;;;;;
XVSYD;Stockaryd;Stockaryd;Hp;; ;0074;;20090708;;;N;N;
XVT;Trelleborg;Trelleborg;Bf;; ;0074;;19990101;;;;;
XVTA;Tanum;Tanum;Bf;; ;0074;;20080312;;;;;
XVTB;Töreboda;Töreboda;Bf;; ;0074;;20080312;;;;;
XVTF;Trelleborg F;Trelleborg F;Bf;; ;0074;;19990101;;;;;
XVTG;Taberg;Taberg;Hp;; ;0074;;20091213;;;J;N;
XVTH;Trollhättan;Trollhättan;Bf;; ;0074;;19990101;;;;;
XVTK;Tjustskolan;Tjustskolan;Hp;; ;0074;;20091213;;;J;N;
XVTN;Tannefors;Tannefors;Hp;; ;0074;;20091213;;;J;N;
XVTO;Tofta;Tofta;Bf;; ;0074;;20080312;;;;;
XVTP;Torpakra;Torpakra;Bf;; ;0074;;20080312;;;;;
XVTR;Tranas;Tranas;Bf;; ;0074;;19991207;;;;;
XVTT;Tenhult;Tenhult;Bf;; ;0074;;20080313;;;;;
XVTU;Torup;Torup;Bf;; ;0074;;20090317;;;;;
XVTY;Tjunnaryd;Tjunnaryd;Hp;; ;0074;;20091213;;;J;N;
XVU;Uddevalla Central;Uddevalla C;Bf;; ;0074;;20080312;;;;;
XVUO;Uddevalla Östra;Uddevalla Östra;Bf;; ;0074;;20080312;;;;;
XVV;Vara;Vara;Bf;; ;0074;;20071101;;;;;
XVVA;Varberg;Varberg;Bf;; ;0074;;19990101;;;;;
XVVB;Vänersborgs Central;Vänersborg C;Bf;; ;0074;;20080312;;;;;
XVVD;Veddige;Veddige;Bf;; ;0074;;20080312;;;;;
XVVE;Vimmerby;Vimmerby;Bf;; ;0074;;20090317;;;;;
XVVF;Viskafors;Viskafors;Hp;; ;0074;;20090130;;;J;N;
XVVG;Vargada;Vargada;Hp;; ;0074;;20090130;;;J;N;
XVVI;Vingaker;Vingaker;Hp;; ;0074;;20090130;;;J;N;
XVVK;Västervik;Västervik;Bf;; ;0074;;20090317;;;;;
XVVL;Vetlanda;Vetlanda;Bf;; ;0074;;20090317;;;;;
XVVM;Vedum;Vedum;Bf;; ;0074;;20080312;;;;;
XVVN;Vargön;Vargön;Bf;; ;0074;;20080312;;;;;
XVVR;Värnamo;Värnamo;Bf;; ;0074;;20090317;;;;;
XVVS;Vikingstad;Vikingstad;Hp;; ;0074;;20091213;;;J;N;
XVVX;Växjö;Växjö;Bf;; ;0074;;20090317;;;;;
XVVY;Vaggeryd;Vaggeryd;Bf;; ;0074;;20090317;;;;;
XVY;Ystad;Ystad;Bf;; ;0074;;20081201;;;;;
XVYB;Ytterby;Ytterby;Bf;; ;0074;;20080312;;;;;
XWBL;Blagoevgrad;Blagoevgrad;Bf;; ;0052;;20080926;;;;;
XWCB;Cherven Brjag;Cherven Brjag;Bf;; ;0052;;20080926;;;;;
XWDP;Dalgopol;Dalgopol;Bf;; ;0052;;20080926;;;;;
XWDR;Dragoman;Dragoman;Bf;; ;0052;;19990101;;;;;
XWDU;Dupnica;Dupnica;Bf;; ;0052;;20080926;;;;;
XWGO;Gorna Orjachovitza;Gorna Orjach;Bf;; ;0052;;20080926;;;;;
XWK;Kardam;Kardam;Bf;; ;0052;;19990101;;;;;
XWKS;Kaspichan;Kaspichan;Bf;; ;0052;;20081201;;;;;
XWKU;Kulata;Kulata;Bf;; ;0052;;19990101;;;;;
XWKZ;Kalotina Zapad;Kalotina Zapad;Bf;; ;0052;;19990101;;;;;
XWLV;Levski;Levski;Bf;; ;0052;;20080926;;;;;
XWMZ;Mezdra;Mezdra;Bf;; ;0052;;20080926;;;;;
XWP;Pleven;Pleven;Bf;; ;0052;;20080926;;;;;
XWPD;Podujane Razpredelitelna;Podujane Raz;Bf;; ;0052;;20080926;;;;;
XWPL;Plovdiv;Plovdiv;Bf;; ;0052;;19990101;;;;;
XWPP;Popovo;Popovo;Bf;; ;0052;;20081201;;;;;
XWPR;Pernik;Pernik;Bf;; ;0052;;20080926;;;;;
XWR;Ruse;Ruse;Bf;; ;0052;;19990101;;;;;
XWRA;Radomir;Radomir;Bf;; ;0052;;20081201;;;;;
XWS;Sofija;Sofija;Bf;; ;0052;;19990101;;;;;
XWSL;Sliven;Sliven;Bf;; ;0052;;20081201;;;;;
XWSM;Simitli;Simitli;Bf;; ;0052;;20081201;;;;;
XWSN;Sandanski;Sandanski;Bf;; ;0052;;20080926;;;;;
XWSO;Svoge;Svoge;Bf;; ;0052;;20081201;;;;;
XWSP;Septemvri;Septemvri;Bf;; ;0052;;20080926;;;;;
XWSS;Sofija Sever;Sofija Sever;Bf;; ;0052;;20080926;;;;;
XWSU;Shumen;Shumen;Bf;; ;0052;;20081201;;;;;
XWSV;Svilengrad;Svilengrad;Bf;; ;0052;;20010610;;;;;
XWSVS;Svilengrad Süd;Svilengrad Süd;Bf;; ;0052;;20081214;;;J;N;
XWV;Varna;Varna;Bf;; ;0052;;19990101;;;;;
XWVA;Vraca;Vraca;Bf;; ;0052;;20081201;;;;;
XWVT;Vetovo;Vetovo;Bf;; ;0052;;20081201;;;;;
XWZ;Zimnica;Zimnica;Bf;; ;0052;;20081201;;;;;
XXCB;Casa Branca;Casa Branca;Bf;; ;0094;;20090614;;;J;N;
XXCO;Covilha;Covilha;Bf;; ;0094;;20080926;;;;;
XXCX;Caxarias;Caxarias;Bf;; ;0094;;20080926;;;;;
XXE;Espinho;Espinho;Bf;; ;0094;;20081201;;;;;
XXEC;Entroncamento;Entroncamento;Bf;; ;0094;;20080926;;;;;
XXES;Estarreja;Estarreja;Bf;; ;0094;;20080926;;;;;
XXEV;Evora;Evora;Bf;; ;0094;;20080926;;;;;
XXFM;Famalicao;Famalicao;Bf;; ;0094;;20080926;;;;;
XXFT;Fatima;Fatima;Bf;; ;0094;;20080926;;;;;
XXGR;Grandola;Grandola;Bf;; ;0094;;20080926;;;;;
XXGU;Guimaraes;Guimaraes;Bf;; ;0094;;20080926;;;;;
XXL;Lisboa Santa Apolonia;Lisboa S.A.;Bf;; ;0094;;19990101;;;;;
XXLO;Lisboa Oriente;Lisboa Oriente;Bf;; ;0094;;20080926;;;;;
XXLSR;Lisboa-Jardim Zoologico Sete Rios;Sete Rios;Bf;; ;0094;;20090614;;;J;N;
XXMA;Messines-Alte;Messines-Alte;Bf;; ;0094;;20080926;;;;;
XXME;Mealhada;Mealhada;Bf;; ;0094;;20080926;;;;;
XXO;Ovar;Ovar;Bf;; ;0094;;20081201;;;;;
XXPB;Pombal;Pombal;Bf;; ;0094;;20080926;;;;;
XXPR;Almada-Pragal;Pragal;Hp;; ;0094;;20090614;;;J;N;
XXSR;Santarem;Santarem;Bf;; ;0094;;20080926;;;;;
XXTF;Trofa;Trofa;Bf;; ;0094;;20080926;;;;;
XXVF;Vilar Formoso;Vilar Formoso;Bf;; ;0094;;19991112;;;;;
XYB;Bratislava hl.st.;Bratislava hl.st;Bf;; ;0056;;19990101;;;;;
XYBA;Bratislava-Vajnory;Bratisl Vajnory;Bf;; ;0056;;20111118;;;;;
XYBN;Bratislava Nove Mesto;Bratislava N.M.;Bf;; ;0056;;19990101;;;;;
XYBO;Brodske;Brodske;Bf;; ;0056;;20060802;;;;;
XYBP;Bratislava Palenisko;Bratislava Palen;Bf;; ;0056;;19990101;;;;;
XYBR;Bratislava-Raca;Bratislava-Raca;Bf;; ;0056;;20010512;;;;;
XYBT;Brestovany;Brestovany;Bf;; ;0056;;20080926;;;;;
XYBU;Bratislava ustredna n st;Bratisl ustredna;Bf;; ;0056;;20090919;;;;;
XYBV;Bratislava Vinohrady;Bratisl Vinohrad;Bf;; ;0056;;19990101;;;;;
XYBY;Bratislava Vychod;Bratislava Vych;Bf;; ;0056;;20021101;;;;;
XYBZ;Bratislava-Petrzalka;Bratislava-Petra;Bf;; ;0056;;20060802;;;;;
XYCA;Cadca;Cadca;Bf;; ;0056;;19990101;;;;;
XYCT;Cierna nad Tisou;Cierna nad Tisou;Bf;; ;0056;;19990101;;;;;
XYDN;Devinska Nova Ves;DevinskaNovaVes;Bf;; ;0056;;19991029;;;;;
XYDS;Dunajska Streda;Dunajska Streda;Bf;; ;0056;;20030328;;;;;
XYG;Galanta;Galanta;Bf;; ;0056;;19990101;;;;;
XYGB;Gbelce;Gbelce;Bf;; ;0056;;20081201;;;;;
XYH;Haniska pri Kosicach;Haniska p Kos;Bf;; ;0056;;19990101;;;;;
XYI;Ilava;Ilava;Bf;; ;0056;;20080926;;;;;
XYK;Kosice;Kosice;Bf;; ;0056;;19990101;;;;;
XYKA;Kralovany;Kralovany;Bf;; ;0056;;20060802;;;;;
XYKO;Komarno;Komarno;Bf;; ;0056;;20010610;;;;;
XYKU;Kuty;Kuty;Bf;; ;0056;;19990101;;;;;
XYKY;Kysak;Kysak;Bf;; ;0056;;20060802;;;;;
XYLB;Lubenik;Lubenik;Bf;; ;0056;;20000504;;;;;
XYLH;Liptovsky Hradok;Liptovsky Hradok;Bf;; ;0056;;20080926;;;;;
XYLM;Liptovsky Mikulas;Lipto Mikulas;Bf;; ;0056;;20060802;;;;;
XYLN;Lenartovce;Lenartovce;Bf;; ;0056;;20081201;;;;;
XYMA;Malacky;Malacky;Bf;; ;0056;;20000404;;;;;
XYMC;Margecany;Margecany;Bf;; ;0056;;20060802;;;;;
XYMS;Male Straciny;Male Straciny;Bf;; ;0056;;19990101;;;;;
XYNV;Nova Vieska;Nova Vieska;Bf;; ;0056;;20081201;;;;;
XYNZ;Nove Zamky;Nove Zamky;Bf;; ;0056;;19990101;;;;;
XYPA;Palarikovo;Palarikovo;Bf;; ;0056;;20081201;;;;;
XYPB;Pribeta;Pribeta;Bf;; ;0056;;20081201;;;;;
XYPH;Podhajska;Podhajska;Bf;; ;0056;;20081201;;;;;
XYPO;Polomka;Polomka;Bf;; ;0056;;20081201;;;;;
XYPRZ;Prakovce zastavka;Prakovce zast;Hp;; ;0056;;20081201;;;;;
XYPT;Poprad-Tatry;Poprad-Tatry;Bf;; ;0056;;19990101;;;;;
XYPU;Puchov;Puchov;Bf;; ;0056;;20000519;;;;;
XYRH;Rohoznik;Rohoznik;Bf;; ;0056;;19990101;;;;;
XYRIS;Rimavska Sobota;Rimavska Sobota;Bf;; ;0056;;19990101;;;;;
XYRS;Rusovce;Rusovce;Bf;; ;0056;;20130803;;;;;
XYRU;Ruzomberok;Ruzomberok;Bf;; ;0056;;20060802;;;;;
XYSA;Sala;Sala;Bf;; ;0056;;19990101;;;;;
XYSB;Strba;Strba;Bf;; ;0056;;20060802;;;;;
XYSC;Strecno;Strecno;Bf;; ;0056;;20081201;;;;;
XYSK;Strekov;Strekov;Bf;; ;0056;;20081201;;;;;
XYSL;Sladkovicovo;Sladkovicovo;Bf;; ;0056;;20040310;;;;;
XYSM;Senica nad Myjavou;Senica n Myjavou;Bf;; ;0056;;20080607;;;;;
XYSN;Spisska Nova Ves;Spisska Nova Ves;Bf;; ;0056;;20060802;;;;;
XYST;Sturovo;Sturovo;Bf;; ;0056;;19990101;;;;;
XYSZ;Strazske;Strazske;Bf;; ;0056;;19990824;;;;;
XYT;Trnava;Trnava;Bf;; ;0056;;20060708;;;;;
XYTV;Teplicka nad Vahom;Teplicka n Vahom;Bf;; ;0056;;20081201;;;;;
XYUP;Upor;Upor;Bf;; ;0056;;19990101;;;;;
XYVA;Varin;Varin;Bf;; ;0056;;20080926;;;;;
XYVU;Vrutky;Vrutky;Bf;; ;0056;;20060802;;;;;
XYXBO;Brodske Grenze CZ;Brodske Gr CZ;Gp;; ;0056;;20120324;;;N;N;
XYZ;Zilina;Zilina;Bf;; ;0056;;19990101;;;;;
XYZH;Ziar nad Hronom;Ziar nad Hronom;Bf;; ;0056;;19990101;;;;;
XYZO;Zohor;Zohor;Bf;; ;0056;;19990101;;;;;
XZBO;Borovnica;Borovnica;Bf;; ;0079;;20010123;;;;;
XZBT;Beltinci;Beltinci;Bf;; ;0079;;20081201;;;;;
XZD;Dobova;Dobova;Bf;; ;0079;;19990101;;;;;
XZDV;Divaca;Divaca;Bf;; ;0079;;19990101;;;;;
XZH;Hodos;Hodos;Bf;; ;0079;;20081201;;;;;
XZHK;Hrpelje-Kozina;Hrpelje-Kozina;Bf;; ;0079;;19990101;;;;;
XZIB;Ilirska Bistrica;Ilirska Bistrica;Bf;; ;0079;;20110305;;;;;
XZJ;Jesenice;Jesenice;Bf;; ;0079;;19990101;;;;;
XZK;Koper Tovorna;Koper Tovorna;Bf;; ;0079;;20040204;;;;;
XZKJ;Kranj;Kranj;Bf;; ;0079;;19990101;;;;;
XZKL;Koper Luka;Koper Luka;Bf;; ;0079;;20040204;;;;;
XZKP;Koper;Koper;Bf;; ;0079;;20130215;;;;;
XZKR;Krsko;Krsko;Bf;; ;0079;;19990105;;;;;
XZL;Ljubljana;Ljubljana;Bf;; ;0079;;19990101;;;;;
XZL B;Ljubljana Avtobusna postaja;Ljubljana Bus po;Bush;; ;0079;;20140131;;;N;N;
XZLB;Lesce-Bled;Lesce-Bled;Bf;; ;0079;;19990101;;;;;
XZLJ;Litija;Litija;Bf;; ;0079;;19990105;;;;;
XZLM;Ljubljana Moste;Ljubljana Moste;Bf;; ;0079;;19990101;;;;;
XZLO;Logatec;Logatec;Bf;; ;0079;;20010123;;;;;
XZM;Maribor;Maribor;Bf;; ;0079;;19990101;;;;;
XZM B;Maribor Avtobusna postaja;Maribor Avtobus;Bush;; ;0079;;20150326;;;N;N;
XZNM;Novo Mesto;Novo Mesto;Bf;; ;0079;;19990101;;;;;
XZO;Ormoz;Ormoz;Bf;; ;0079;;20081201;;;;;
XZP;Ptuj;Ptuj;Bf;; ;0079;;20081201;;;;;
XZP B;Ptuj Avtobusna postaja;Ptuj Avtobus;Bush;; ;0079;;20150326;;;N;N;
XZPJ;Postojna;Postojna;Bf;; ;0079;;19990101;;;;;
XZPN;Presnica;Presnica;Hp;; ;0079;;20130201;;;N;N;
XZPR;Prestranek;Prestranek;Bf;; ;0079;;20010123;;;;;
XZPV;Pivka;Pivka;Bf;; ;0079;;19990101;;;;;
XZR;Rakek;Rakek;Bf;; ;0079;;20010123;;;;;
XZRK;Rodik;Rodik;Hp;; ;0079;;20130201;;;N;N;
XZS;Sezana;Sezana;Bf;; ;0079;;20130201;;;;;
XZSL;Skofja Loka;Skofja Loka;Bf;; ;0079;;20090829;;;;;
XZSN;Sevnica;Sevnica;Bf;; ;0079;;19990101;;;;;
XZT;Trbovlje;Trbovlje;Bf;; ;0079;;19990105;;;;;
XZV;Verd;Verd;Bf;; ;0079;;20010123;;;;;
XZXDO;Dobova Grenze HR;Dobova Gr HR;Gp;; ;0079;;20120324;;;N;N;
XZZA;Zalog;Zalog;Bf;; ;0079;;19990101;;;;;
XZZG;Zagorje;Zagorje;Bf;; ;0079;;20080926;;;;;
XZZM;Zidani most;Zidani most;Bf;; ;0079;;19990101;;;;;
YBBAK;Karower Kreuz Streckenwechsel 6067/6087;Karower Kr Strw;Strw;;DE 15398;0080;1;20081214;;912289;J;N;
YBBDB;Dranse Streckenwechsel 6941/6942;Strw 6941/6942;Strw;;DE 12426;0080;1;20091213;;913022;J;N;
YBBFE;Bergfelde Streckenwechsel 6009/6010;Bergfelde Strw;Strw;;DE 10798;0080;8;20081214;;912297;J;N;
YBBFR;Berlin-Friedrichshagen - Berlin-Rahnsd;PD-Gr km 16,100;PDGr;;DE 11000;0080;;20130101;;108009;N;N;
YBBGD;Golßen (Niederlausitz) - Drahnsdorf;PD-Gr km 64,053;PDGr;;DE 13827;0080;;20130101;;108018;N;N;
YBBHN;Hohen Neuendorf Strw 6088/6090/6092;Hohen Neuend Sw;Strw;;DE 14994;0080;1;20081214;;912290;J;N;
YBBIK;Biesdorfer Kreuz Nord Strw 6067/6080;Biesdf Kr N Strw;Strw;;DE 11241;0080;1;20081214;;912313;J;N;
YBBKE;Berlin-Köpenick - Erkner;PD-Gr km 16,035;PDGr;;DE 11049;0080;;20130101;;108019;N;N;
YBBKH;Berlin-Kaulsdorf - Hoppegarten (Mark);PD-Gr km 14,400;PDGr;;DE 11046;0080;;20130101;;108011;N;N;
YBBMB;Berlin-Mahlsdorf - Birkenstein;PD-Gr km 14,400;PDGr;;DE 11068;0080;;20130101;;108010;N;N;
YBBME;Melchow - Eberswalde Hbf;PD-Gr km 37,000;PDGr;;DE 16946;0080;;20130101;;108012;N;N;
YBBMO;Berlin-Moabit Streckenwechsel 6020/7397;Bln-Moabit Strw;Strw;;DE 11079;0080;8;20081214;;913210;J;N;
YBBMZ;Merzdorf Streckenwechsel 6345/6220;Merzdorf Strw;Strw;;DE 17004;0080;1;20081214;;912387;J;N;
YBBNB;Berlin Nordbahnhof Strw 6032/6002;Nordbf Strw;Strw;;DE 10901;0080;8;20081214;;913472;J;N;
YBBNP;Nauen - Paulinenaue;PD-Gr km 38,200;PDGr;;DE 17404;0080;;20130101;;108014;N;N;
YBBPO;Peitz Ost Streckenwechsel 6220/6345;Peitz Ost Strw;Strw;;DE 18306;0080;1;20081214;;911737;J;N;
YBBRD;Ribnitz-Damgarten O - Ribnitz-Damgart W;PD-Gr km 41,300;PDGr;;DE 18863;0080;;20130101;;108024;N;N;
YBBSE;Schöneicher Plan Strw 6515/6543;Schöneicher P Sw;NE-Strw;; ;0080;;20091213;;912292;N;N;
YBBSN;Sachsenhausen (Nordb) - Nassenheide;PD-Gr km 32,200;PDGr;;DE 19196;0080;;20130101;;108013;N;N;
YBBTW;Berlin Treptower Park Strw 6170/6164;Treptower P Strw;Strw;;DE 10953;0080;1;20081214;;912293;J;N;
YBBWG;Waren (Müritz) - Grabowhöfe;PD-Gr km 40,000;PDGr;;DE 20785;0080;;20130101;;108025;N;N;
YBBYO;Berlin Yorckstraße Strw 6034/6035;Yorckstr Strw;Strw;;DE 10972;0080;8;20081214;;912296;J;N;
YBBZD;Berlin-Zehlendorf Strw 6184/6177;Zehlendorf Strw;Strw;;DE 11159;0080;1;20081214;;913010;J;N;
YBHGG;Grieben - Grevesmühlen;RB-Gr km 32,200;RBGr;;DE 13962;0080;2;20091213;;105085;J;N;
YBLAG;Altdöbern - Großräschen;RB-Gr km 113,750;RBGr;;DE 10142;0080;1;20090121;;105086;J;N;
YBLBN;Bahnsdorf - Neupetershain;RB-Gr km 56,200;RBGr;;DE 10587;0080;4;20090121;;105087;J;N;
YBLBO;Osterburg - Behrend;RB-Gr km 33,030;RBGr;;DE 18167;0080;4;20090121;;105088;J;N;
YBLBW;Belzig - Wiesenburg;RB-Gr km 75,000;RBGr;;DE 10760;0080;1;20091213;;105089;J;N;
YBLDG;Dippmannsdorf - Golzow;RB-Gr km 37,940;NE-RBGr;; ;0080;;20140501;;107609;N;N;
YBLDN;Jüterbog - Niedergörsdorf;RB-Gr km 67,600;RBGr;;DE 15315;0080;1;20091213;;105091;J;N;
YBLGB;Neugarten - Groß Behnitz;RB-Gr km 37,000;RBGr;;DE 17532;0080;1;20091213;;105092;J;N;
